,Sentiment,reviewBody
43,0,"I wanted you to know i have stopped shopping at all target storessince you started promoting homosexual clothing etc.you can check you'r phone records and count your lossesas i spend thousands annually  I sincerely hope you change your future or i see bankruptcyheaded your way, My family and friends will no longer shopat Target stores untill we see policy changes"
860,0,"Pricing issues!!  I purchased an item in person at Target (happened to be Resolve carpet cleaner).  When I got home, I happened to see that the same item on-line, which could be ordered for in-store pick-up, was 25% less!!  So I could have ordered it on-line and had a Target employee do the work to locate the item and bring it to customer service for my eventual pick-up.  How does this make any sense and why is it necessary for me to monitor on-line prices to get the best deal.  So stupid and frustrating."
1070,0,Terrible. I ordered on line based on the delivery date. It was very late. I had to go to a store and buy another gift. Customer service was terrible.
2295,0,"I love Target. My girls and I, and almost anyone I know, love shopping at Target! They have everything you need within reasonable cost and anywhere you go theres always a Target store."
658,0,"Target.com...are you kidding me?  A three year old (no offense to three year old's) could have built a better website!  Target has NEVER understood online retailing. EVER!  The search function doesn't work when you enter an item that you can see in the picture lower on the page! If you think it's expensive to hire a professional, wait until you hire an amateur!  Clearly, that is exactly who designed and built this POS!  There were better websites when Windows 3.1 was the latest thing!"
2182,0,"Registered for a baby registry, they tell you to download the app, and scan what you want. We spent about an hour in the store, Nothing was stocked on the shelf (newly renovated store, like a month ago), there was no bar codes to scan. So we decided to go home and add what we wanted on the app. More then half the items on the app are NOT available in stores AND NOT available online. What’s the f’ing point of having it on the app? Get your s*it together target, amazon is cheeper anyways!"
2286,0,"I am extremely irritated. I have now bought 2 insta pots from target and both of them were used. Yes I under stand people buy things and return things but target employees should be checking the products once they are returned. The first insta pot I bought already had everything assembled which was an indicator it was previously bought, but the pot was also all dented. And therefore didn’t work properly. I brought that one back and got another one. Once we finally got it home and looked at it we had yet again another issue. The top of the lid was covered in dried food and so was the pot. Why are the employees putting returned items back on the shelf without looking at them?? I love shopping at target but I am very disappointed with this happening twice on the same product. Who knows how many other defective things you are putting back on your shelves after people return them. It makes me want to think twice before buying things from there again"
699,0,"I’m not sure why so much bad reviews, also not discrediting anyone’s bad experience either but they have one of the best customer service I have ever encountered. I do experience issues with my order like everyone else but it’s always rectified once I contact customer service. One of my packages weren’t delivered and I didn’t notice until a week later because I ordered a lot of stuff. I reach out to them and got a replacement. Another one of my orders all items came pulled up and not sealed down and messed up the whole box. I contacted customer service and also got a replacement on those. So whatever issue you have just reach out to customer service and I’m sure they’ll do their best to fix it. And It’s a great place to shop they literally have everything you need! So no matter the issue they’ll fix it."
2412,0,Nice variety of things. Ok prices.
975,0,"I recently purchased a bookshelf from Target- a standard white cube shelf for my home gym. While the piece itself is not standout, I have to say their customer service was excellent. The shelf arrived damaged and when I reached out to customer service, they were friendly, helpful, and quickly helped me place a replacement order free of cost to me. The shelf arriving damaged was outside of their control, but what was in their control was handled really well. Thank you, Target!"
1970,0,"you suck you suck so hard. my wife is treating for cancer your online shopping is poop on a stick you send the wrong items, you send crap and then when you need help you want us to drive an hour to return things. Suck suck suck target hope amazon buries you. You ship stuff as partial orders that arrive a week late and you should be put out of business big target get cancer so you can feel our painoh and trust pio poo poo are the potty mouth police zig heil"
1844,0,"My husband and I currently have a baby registry with your company.  On Jan 9, 2020, we had a Target box left at our apartment door and my husband placed it inside after 6:30 pm.  At around 11 pm that night, my husband jumped back on the couch, with a shocked facial expression, to mention he thinks he just saw a mouse run into our bedroom.  My husband goes to check the situation, to confirm his suspicion. Long story short, my husband had to kill a full-grown mouse in our bedroom closet.  When I looked at the current Target box delivered to our house, there was a big hole in the box, dented, and tape surrounding not secured.  Our apartment maintenance came the next day to expect the unit and they found no cracks or holes that would allow for a full-grown mouse to find entry into our apartment.   It is very unfortunate, that as a company, you don't have better packaging.  Now whether the rodent enters the box from Target's personal shipping facility, or whether the box got damaged by your delivery provider (UPS/Fedex/Amazon...),  at the end of the day, it's unacceptable.  So, because of your poor quality standards for shipping product, I had to spend time out of my night/day sanitizing our place to make sure that we are not exposed to any unwanted germs/ bacteria/ disease.  So, today is Jan 30, 2020, and I am completely shocked that a company the size of Target has not even tried to make contact with me by email as requested by my previous request.  Since your actions as a ""respected"" retailer is to ignore a loyal customer, I'll just post my more than Unsatisfactory review on every website I can find, stop using my Target debit and credit card, and take my money elsewhere.As for all your other customers, beware when Target sends you a package.  Not only may a rodent be lurking inside, but they also don't take responsibility for their actions as well.Highly Upset Customer."
2220,0,"i have redcard when payment online show the payment like check incude the routine #, account # and i follow it.when i pay if wrong announced  for me to change the card. After that i  have the return fee.I buy just about 30$. The return fee 14$. I call the customer service to remove the return fee for me.it say dont fair for all cardholder.it not my fault.when i know the charge fee i change the card.But still have the return fee..very angry with target"
459,0,"On July 14th I placed an order for  Ahlmann Glass Door Library Cabinet Brown - Project 62. the original arrival date was 17th, Target changed delivery date 3 times Each day I checked the website the delivery date is change to the next day. 17th to 19th to 20th to 21st  On 20th I called and spoke to Customer Service Reps Judy,  she hung up on me, I called back spoke to April, and she said the reason for the delay was items were NOT  in stock, She reassured me this time I will be informed if any more changes  Why Target did not email me about the delayed. It's Target's fault low business not the delivery’s  fault. Very poor 2 thumbs business for Target . As long as I lived I will never order another item from Target. I will make sure my acquaintance and friends know Never to order from Target."
410,0,"We visited the Colorado Mills Target Eye Glass store.  Christoff and Dr. West could not have been any nicer or more patient. I came in with a customer who has slow mental abilities and has great difficulty making decisions.  They spent 2.5 hours with us making sure the prescription was accurate, explaining everything about purchasing frames and we left very happy with the purchase and the way we were treated with kindness."
762,0,"I placed an order pick up merchandise in two hours.I received an email advising two of the items were no longer available and the other three I will receive August 7. I needed these items immediately so I called to cancel I was advised by the online representative that I could not cancel the order that I should wait until I receive it an return. Why can’t I cancel , this is crazy and unfair. You can provide what I needed so I have the right to cancel and not waste my time returning. I was h/u on 2 times when requesting supervisor, and called store no one answered. This was my 1st and last time dealing with Target. I shop online all the time no other company is like this terrible company. Customer service is (0). I live in Miami Gardens, Fl I will surely tell others never order online here."
1957,0,Target promised me a $250 gift certificate and it turns out it wasn't true 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
61,0,"I won't be shopping there anymore now that they have given in to these pseudo religious psychopaths. If you're scared of these violent nutcases then hire more security, don't discriminate against oppressed groups because their oppressors threaten you. And for you violent nutcases: get a f-in life and stop trying to tell others how to live theirs"
1950,0,It was last Nov 7 this year when we bought $20 gift card as a birthday gift for a friend. Last  Dec 10 he informed me that he checked the balance of the gift card thru target.com and said it was empty. I called the customer service of target  and said the balance was transferred to another gift card. I asked them how did that happen?  Why was not reported to the owner. And i was transferred  to a gift card specialist Tiffany waited for 30 mins and told me my friend was hacked and there's nothing we can do. We can't refund the $20???  How come we can't refund the $20? It's not our fault our friend checked it on their website target. com. So it means target hacked their own gift card???!!! I was embarrassed because of the o balance of the gift card plus  i earned that $20. I want my cash back. I want  to warn everyone not  to buy gift cards from target!
388,0,"I ordered a carpet cleaner online, I haven’t received it & Target refuses to replace it or give me a refund $130. I will never ever shop at Target again neither will anyone in my household!!"
1841,0,i bought a candle and it burnt  down my house #notimpresses#fire#red#orange#candle
1137,0,THE TARGET AT 18TH ST ATLANTAGA  HAS THE WORST MANAGERS WORST CUSTOMER SERVICE.DO NOT WEAR MASKS OR SOCIAL DISTANCE CORONAVIRUS SUPERSPREADER. TARGET HIRING TEAM DISCRIMINATES TOO! ONLY WANTS TO HIRE PEOPLE LOOKS LIKE THEM!!
853,0,"I just came from my local Target and I am fuming! Target at Oakridge, San Jose had not one cashier. Not one! The only service they provided was self check out. I don't use that service. How do they expect those who are disabled to do this? Not a good look Target!"
846,0,Jon from the Glendale electronics was awesome! thanks!
1892,0,"I love Target.  I love their Circle program where you get 1% of dividends from what you spend to spend in the store - this is a fabulous new development because I can spend me some monies in Target, yup. I prefer Target to Walmart, always have.  I like to come get my necessary home goods, browse shampoos and other items, get some cereal, look at electronics and home decor and buy a sweater all in one place. My Target has a Starbucks, as most do now.  As well as a food counter with pizza and popcorn and hotdogs which I never eat at but would be good for kids or younger folks if you eat processed foods like that.  It also has grocery items so it's even more of a one stop shop for me.  They have really great prices on the basics and are always running promos for gift cards and amounts of purchases if you sign up for the circle program. I have not chosen to get a Target debit because I get greater rewards through my bank credit card and the interest rates are high.  The stores are always clean and I have had a few issues with self checkout but for the most part, it's a win.  At my local store I'm angry with how they never stock enough people to check folks out but hopefully they'll work that out.  I ordered two items for Christmas and they managed to arrive on time - but it was iffy there at first.  I got a great deal on the Keurig I ordered for my boyfriend and he loves it.  Customer service at the return counter is always prompt and I rarely stand in line."
1956,0,"I got a seasonal job at my local target. On Wed (4 days ago) I injured myself, possibly broke a bone in my foot. The urgent care place they sent me to couldn't xray my foot because they didn't have proper coverage for my pregnant belly. I was told today it could take up to a week for me to get any word from their health department. I am a mother of 3 with another on the way soon, and it could take a WEEK AND A HALF for them to even get my foot xrayed???? And in the meantime I am not allowed to work. Seriously, Target. I expected better from you."
1951,0,"I don’t mind the store itself, but I have tried to call the store and got no answer, no opportunity to talk to anyone, very discouraged"
345,0,"Ordered a Nintendo switch on December 1st, the item said it was delivered on December 6th. However, the item never arrived and I had to reach out to customer support who told me to wait 3 days and they would confirm the issue and ship another. 3 days went by I received no email or call back so I use the reference number that I was given and was told by their overseas support department that it was going to be another 5 to 7 days. Some back and forth left me feeling like I need to shop somewhere else but I waited. Today I've reached out to them because I've had enough and I was told I need to wait another 14 days! I'm done, and I guess they keep my 200 plus dollars because well they will do nothing to honor their end of the deal"
340,0,"TARGET IS TOO EXPENSIVE TO BE SO HORRIBLE! People seem to love them,in-store and the website has horrible merchandise. They have nothing I'm looking for*! Walmart,is much better!!"
2471,0,Nice products i really like it. Good place to buy online any fashionable dresses from here. Good job nice company.
2609,0,"I love shopping at target but I will never shop from the website again. As soon as I opened the package I saw that one of the items I bought came with the cap completely broken. I'm not sure if that was something that happened during shipping or what but I've never had an issue like that when I've ordered things online from other stores. I wasn't impressed with the packaging overall. Everything was in little plastic bags that were barely tied and just thrown together in the box. It seemed that the person doing the packaging didn't seem to care about any of the products being secure, which is concerning considering one of the products I bought was in a little glass bottle and it also brings me back to the issue with the broken cap. Not impressed."
1385,0,Absolutely shocking company. Please don't buy from them. When my order arrived the material was cheap and not the size stated. On the invoice it said for returns email customer services for authorisation and for the returns address. They never reply. A total waste of money. There is no address anywhere on their site. Stay clear.
1919,0,"I ordered my sons primary Christmas give on December 2 and received a cancellation at 4am two and a half weeks later... too late to get a new one! I am just floored at this. How do they not know what they have in inventory - for over two weeks?! I will NEVER order from them again before a holiday. If it takes them over two weeks to figure out what they have, I would not trust them with anything I need in a timely manner - back to Amazon I go. This has never happened with them. What is really crappy about this, they tried to get me a new one, but it wouldn't arrive until 12/26... which is a day late. DONE with Target.com. The kicker is - I wouldn't have been really mad about it if they would have communicated within a day or two of me ordering it because I would have time to get a different one. But nope - two and a half weeks later! I told them the only way they could fix is to pay me $150 above what I paid for the kitchen so I could order it from their competitor and pay for expedited shipping to get here for Christmas morning, which they did not do. That would have been their only saving grace. Thanks for the fail Target!"
2587,0,"Be careful of this store. Female employees get harassed by the Store manger Don and his little pet Phil. This has been going on for over a year. These 2 ""gentlemen"" have been doing it for years, multiple reports have been made, but hey their ""numbers"" are good. Beware when you see these 2 men, they treat women like S---!Target York PA17406"
690,0,Thank you Target for providing shopping carts in parking lot for Seniors as they exit their cars. This is very thoughtful of your customers who need the assistance.
698,0,I am a senior woman.  Very appreciate the kind help from Dylan - Amador Plaza Tech Dept Dublin CA.  He was so kind to help me download a very important app from my mobile phone for my future travel.Thank you !  What a wonderful training service!Josephine Chen @ Pleasanton CA
1901,0,"Absolutely terrible customer service, save a headache either shop in store or buy from Amazon. Was told three times that after I canceled my order my money would not be pulled from my account. Guess what..... they pulled the money from my account and I have no product and all I’m told is I should receive an email to dispute the issue. No one can give me an actual number to call and there is no supervisor working ever. Read the reviews and stay away from Target.com or you’ll wish you listened"
1497,0,"During this virus time, when I have gone to Target, I have found the clerks to be very friendly and they clean their stations after each customers. There are a few things that they are low on or out of but so are all the other stores. I appreciate you being open."
2519,0,"Poor customer service received by Lucinda and Ash.Wanted to check up on an order I got as a gift for someone else, and they want the receiver to check up on the status. Provided all the key details of identification (which belong to me for example mobile number and email) successfully matching the order, and with this Ash initially assisted me with the updates, then later when no tracking had been issued when they said it would be, I contacted them again a day later, and they rejected it.What a joke."
59,0,"First of all, I want to say I have lost all confidence in target. I had read online about a promotion of $40 if you sign up for a credit card and are approved I was approved for the card yet. I have not received my credit card Nor the promotional $40 off. Gift card I had called the target credit card company and the guy said that the card would be mailed out within three weeks with a gift card. I have not received either I am done. I will never shop at target again. I have canceled the credit card as well."
696,0,"Chase Bank sends me a notice that Target.com has charged me for a certain amount, solo charge.  I never made such a charge (even though it is tiny).  Target writes that they couldn't find a charge for my EMAIL ADDRESS.  They apparently don't check my name (which was given in full) and the last 4 digits of the card, also given.  I write them back and it has been a couple of days...  I will quit shopping with them."
963,0,Target has The best clearance and health and beauty section ever!!!
1865,0,We love target.It seriously has everything you needThe recent changes have been positive and target circle is amazing!
2274,0,MY FOOD CHIPS NOTS ETC WERE PACKED SHOVED IN AN OVERSIZED BOX. WHEN IT ARRIVED IT WAS DRIPPING ALL WASH DETERGENT ALL OVER MY NOW CRUMBLED CHIPS AND NUTS. CALL CUSTOMER SERVICE AND YOU ARE IN A THIRD WORLD COUNTRY WITH NO CUSTOMER SERVICE. TWO WEEKS AGO I ORDRED A 600 DOLLAR CAMERA. THAT IS GOING BACK AS WELL LETS HOPE AMAZON PUTS THESE SHIESTERS OUT OF BUSINESS SOONER THAN LATER. THEY ACTUALLY WANT ME TO MAIL BACK THE LIQUID DETERGENT. SLEEZEBAGS AND A NEW TARGET JUST OPENED HERE IN SANTA BARBARA. FAIL TARGET FAIL
2485,0,Unacceptable. 2 day shipping really isn’t 2 day shipping. It’s now day 5 and no items yet. Worst customer service. A refund can’t be issued because the items are still in transit. Spoke to Supervisor Natalie. She was of no help.
1807,0,"AFTER THAT HONEY POT COMMERCIAL I DONT EVER WANT TO BE ASSOCIATED WITH TARGET!!! I have mixed kids, THANK GOD THEY R TOO FRICKEN YOUNG TO ASK OR SEE THAT!!!! SHAME ON YOU!I CAN NOT BELIEVE TARGET AND I LOVED TARGET BUT I WILL NEVER GO THERE AGAIN UNLESS THEY APOLOGIZE AND LITERALLY MAKE AN APOLOGY!!!!!! THIS IS CRAZY! I’m so upset!!!WILL U ALLOW A WHITE WOMAN WHO OWNS A BRAND YOU SELL DO THAT SAME THING?!!!!!!! F TARGET! BTW I didn’t even want to give a star!!!! It makes you but u don’t deserve a fing STAR!"
1291,0,I was in the store in Peachtree city . On August 11 and I noticed that Ricardo Spoke to an employee very rude and disrespectful .  It made me uncomfortable to be a customer in that store.He behaved openly hostile to the worker.  This should not happen.  I won’t be shopping there any time soon.
958,0,"Today we were in our community Target store with discouragement. Our cashier was very frustrated due to a non working cash register. This has been going on all morning with her. We felt bad for her so I went to customer service and asked for a manager. A young lady came up, she was not a manager but she would listen to me. I told her that management needed to work with their employees to make sure all equipment worked before they tried to help others. In the mean time another cashier helped us check out with the same problems the other lady was having. I even got more frustrated when the lady who listened to me went up to the first cashier and was telling her that we were upset with her. This was so far from the truth. I literally went off on her and told her she should have taken this information to a manager and not to the employee. I hope that Target can start treating their employees fair and make sure they have what is needed to be successful."
476,0,"Overall I can get what I need from online ordering.choose pick up,delivery with Shipt or shipping.I prefer delivery through Shipt.its more like a scheduled delivery so you can get your stuff at your door and not left in the weather.target should fix online system.several issues like pricing ,availability.the credit card is starting to look too much like another red card company I don’t like.please don’t .target was making improvements now it’s starting to go down some. Shipt has some issues they need to fix but that’s another review….Target please don’t limit communication with those who need to use something other than the telephone.it was fine but some employees are ruining things and access for those who need alternative communication."
1132,0,Employee Holly from Target Fairfield NJ was the best employee we had ever had she was very professional and is happy employee she helped with our transaction I give her 10 stars
1868,0,I live target and am always happy with my experience there.
2105,0,"In general, I like shopping at Target, but am providing a poor rating due to Target's decision so scale back on Market Pantry items and add the ""Good & Gather"" brand.  I LOVE, LOVE, LOVE EVERYTHING MARKET PANTRY!!!  Do not phase it out!!  Of any generics I have tried at any grocery store, including Pick 'N Save (Roundys/Kroger), Sendiks, Piggly Wiggly, Cub Foods, Walmart grocery, etc., etc., MARKET PANTRY IS BY FAR THE BEST-TASTING GENERIC and I LOVE the cheerful red labeling.  My refrigerator and pantry are filled with everything Market Pantry - oatmeal, popcorn, walnuts, salsa, cheese, chips, you name it.  On taste, value and attractive labeling, it has everyone else beat. Also, why in the world would you choose a boring looking, PURPLE logo for Good & Gather when Target's brand color is RED???!!!   So silly and ridiculous.  I am very upset with this change and skeptical of how the Good & Gather is going to taste.  One example is the sharp white cheddar, which I reluctantly bought because I could not find any in Market Pantry.  Does not taste as good as Market Pantry.  PLEASE MAKE A SMART DECISION AND BRING BACK ALL THE MARKET PANTRY ITEMS!!!!!!!!!!!!!!!!!!"
140,0,"I wife needed meatballs and l been a shopper at Target on 4th and Mission in San Francisco even before the epidemic,so as l glance up from looking at my phone as l stranded in line l was actually surrounded there were 4 loud color in every direction around me. And by me being a mature man of color dress very nice l wasn't surprised I seen it's happening to me and other people of color at other stores,but even some of the cashier know me that's how often l shop there. But from now on l will be shopping at BEST BUY and Safeway for my family needs because l hadn't been profiled yet as soon as l walk through those doors yet and very very scary to see where this city is going towards PEOPLE OF COLOR."
1976,0,"First they ship me a TV with a shattered screen, then had me ""exchange"" it for a Samsung.... I have been waiting for my refund for over a week!! Had to call 4 times and still no answer about my money. They received the return Not worth shopping with Target.!"
2210,0,Expensive. Most prices are marked up. I wish they compare with walmart or any other local stores.
304,0,There was ONE cashier and 4 self checkout’s. A line that extended to the middle of the store. I left my basket. I refuse to stand in a line if the store refuses to hire workers to check you out to lay for items  it is ridiculous. It has also gotten worse!!
921,0,ordered something online for same day delivery when we were on vacation. Order was cancelled rite away and my money was takin out for a whole month 3/6 to 4/6. This was their cancellation not mine and according to customer service it has to  be on hold for a month before its put back in ur bank. The items were available online for same day delivery and when order was placed no longer available and was cancelled by them. Will never order again from them
1074,0,"There was a long line of customers, but there was only one lane open besides self check out. The line kept growing and growing. Two managers were standing there watching. One finally said to the other to call someone. No one came; the line grew longer. I asked, “Where is the person?” He said, “We are trying to find someone.” My response was, “Can’t  one of you check?” I also stated that they lost my business and left. This was in Kansas City at the Target off Barry Road. I hardly ever shop there, and I Will not return! Besides they didn’t have what I wanted anyway!!"
1988,0,12/9/19 weekly ad included promotion for $10 when spending $30 on beauty products.  All of my products were included.  My subtotal before tax was $61.43.  They only allowed 1 $10 gift card.  I went on chat and person stated they reduce the subtotal by the amount of the gift card.  So my $61.43 was $51.43 YET MY CREDIT CARD WAS CHARGED $64.26.  WHAT A SCAM!!!!!!!
50,0,"Stop spreading evil. Remove the merchandise that promotes lgbtq to anyone, specially to our youth. As a Muslim I will never support this assault on humanity. I am glad to see that all Abrahamic religions are against this inhumane actions. No more Target for my family. I will take my business elsewhere."
1366,0,"Worst management ever at the store in Aurora, CO 80012. My son was working there and his car was vandalized in the Target parking lot while he was on the clock. They were short staffed so had no security guard that night. By the time police got there the vandals has slashed 3 tires and bashed in the back windshield. Target took zero responsibility and both managers had an attitude. They refused to let us view the security video.I had to pay $1200 out of pocket to fix the damage to my son's Audi."
413,0,"I ordered a microwave ready for pickup. Walked in to pickup, the looked at my order gave me a basket. When I loaded in the car, I realized not only was it wrong dimensions it was a completely different microwave. I came back in, left the basket at the front, went to find the microwave - they had several. Picked it up and brought it to customer service. Instead of just letting me go with my correct microwave - the one that matched the one in my order. The woman required me to waste 15 minutes to “return” a microwave I never ordered - lie to the computer and say I didn’t like it instead of wrong item. Then by the time she finished all that, it was raining. So I ended up having to buy an umbrella and waste another 20 minutes of my life."
642,0,This is to inform you of my recent purchase of two frozen vegetables from your store on Nicollet Mall.One was your store brand Good and Gather Steam in Bag Whole Brussels Sprouts and the other was a Bird's Eye Product Chopped Spinach. Both were mushy and lacked a good taste. I also shop at Aldi and I have to say the frozen veggies there are much better.
1430,0,"Horrible customer service at the Sandy Store. Went to pick up an order in store from online and they couldn't find it. When they finally realized they had no idea where it was they said a refund would be coming in 7-10 days. Mind you I was out the cash, and the item. I even called the morning of to make sure item was there before I drove down and was told it would be there when I came in. Lies!!! Nowhere to be found after a 30 minute search and a complete waste of gas and time. Moving on...  I got the refund and it was 1/2 what it should have been called customer service and sat in hold for 1 hour and 45 minutes and they said there was nothing they could do. I lost half my money and also the gift card used to pay for the dress. I will never shop at target again. They have gone completely downhill.  Too bad they are so horrible compared to several years ago when they prided themselves on guest service.  Boo Target!"
1639,0,"I am so confused about why people want to chime in on this I have been actually using Honey Pot since about 2016 and I love their products and when it wasn't sold at target it is at walmart. So get over it, the commercial was inspirational to black girls and people of color that our products too can be sold in a store and be for everyone. IT WAS BLACK HISTORY MONTH AND THEY FEATURED A BLACK PERSON. TARGET IS LEGIT AND HAS BEEN BRINGING US PRODUCTS FOR US."
2354,0,"I clicked and collected three PS4 games I purchased online: NBA2K18, UFC 3 & FIFA19 - keep in mind this was collected TODAY (4/01/2019)!!! Upon opening the packaging, I hear a RATTLE!! I immediately know one of the games were open and had a loose disc inside .. and SURPRISE SURPRISE.. the NBA2K18 game was open, with the disc NOT in the slot (hence the rattling sound) and the booklet upside and not in place!!! The damn packaging of the game was clearly NOT wrapped like the other two - in fact, it had skid marks and scratches! I’m not mad about the product itself - I’m mad about the damn security you have around allowing your employees to still approve for this HORRIBLE quality of a product to actually be delivered and COME THROUGH to it’s consumer!!!! This is DISGUSTING coming from TARGET! You’d expect it from other stores, but target??? Shame. I have the photos and all the paper work to back what I’m saying. I’m glad to provide that information if need be!!"
2242,0,It takes them a week to deliver diapers from AZ to CA worst ever. Go with Walmart instead you will receive package with in two days.
694,0,"Target please stop using fedex, they suck beyond belief  ...they are making you look bad, made 3 orders and each one took 2-3 weeks or more to be delivered..story after story of why..they are no good stop using them please, I will no longer place orders as long as fedex will be used"
1008,0,"I went to buy a pool and the assistant Chloe said that they were on hold, if we leave our name and number she will call us if they aren’t picked up. So we walked out of the shop, when Chloe ran after us to tell us she found one after checking again. I’d like to say thanks to Chloe for her excellent service, Northpark store."
135,0,Could not rate 1 star would not let me. How can a grocery store keep better stock of non food items than Target. Naples Target isles are always unorganized and poorly stocked
2461,0,"My boyfriend and I were in the Butler Target for black Friday, Thanksgiving night. He was kneeling down to grab a Firestick by caution tape they had lined up for the lines. And an EMPLOYEE took the caution tape and started hitting him in the face with it because she was upset that people kept knocking the caution tape down. I couldn't get a glance at her name tag, but she had pink hair and wore black glasses. I understand tensions are high during the holiday season especially in retail. I personally am a supervisor at TJ Maxx and understand how stressful it can be, but to do that to a person who is doing nothing more than kneeling down to pick up an item is unacceptable. I'm very displeased with the Butler store and plan on never shopping there again."
2065,0,Target at Royersford is just going down hill. Store is a mess and empty shelves all over the store. Employees are extremely rude and unhelpful.
1414,0,"I asked a Target employee at the Blaine store (usually a good one) why they don't require masks, as some other retailers do. The reply showed a lack of knowledge about the virus, and about getting political with a customer. A big no no, I would think! She replied, first of all that only those who are sick need to wear masks. Since you could be ill for several days with the virus, without any symptoms, this is obviously false! Then she proceeded to say that, ""when the president wears a mask, we all will"". What a BAD example! It sounds to me like Target doesn't want to offend Trump supporters, by asking them to wear a mask. And I think Target employees need better customer service training. I would give 2 stars but previous visits there were good."
1558,0,It is funny that Target lets Honey Pot speak of racism it is a disgrace. This commercial should be reshot leaving out the racist comment
1668,0,"Honey pot is a great product! I just can't understand why uplifting young black girls is seen as being racist! I guess black people can't  win. Our skin is offensive to others, uplifting our girls  is offensive???? smh"
305,0,"AGEISM at Target in Rocky River, OHI just applied at Target in Rocky River to be a part-time cashier. I have an open schedule and am willing to cover shifts when needed. I am a 54-year-old woman with plenty of customer service experience. The Rocky River store is staffed with younger people but this never entered my mind until I was shockingly rejected after completing the automated interview process.  AND…I look like I am in my 40s (luck of genetics)  Even friends and family couldn’t believe that I did not get hired because they know me and my background.  So….if you are a little older, you might do yourself a favor and avoid wasting time applying at Target because you most likely will not get the job. Of course, it is hard to prove AGEISM but sad to say that Target never actually met me in person but judge me via a video interview. The first step to applying at Target is completing an outline application and assessment. The assessment takes 20 minutes or so and asks you the same question 3 or 4 different ways to find out if you are a liar, etc.  I have taken these before. We all have. The second step comes quickly because the algorithm reads the assessment results. You then get an email from Target saying CONGRATULATIONS, you’ve been selected for Step 2.  Great! Then, they send you a new email asking for a Recorded Interview (again automated, on-line). In addition to customer service, I am an experienced teacher so I took time to look professional before going on camera. I completed their practice questions and then recorded myself on answering the typical interview questions (Name a time when you collaborated with someone to complete a goal; Describe a time when you overcame a challenge. etc.)  I was clear, smiley, concise, and professional. But, the next day, I received an email explaining that they do not have a position for me at this time.  Yet, in the store, there is a big NOW HIRING sign. AGEISM is the only factor I can think of for not hiring someone with an open schedule and a relevant experience. It is a shame, because if they took the time to give me an in-person interview with a one-on-one human discussion, Target would have discovered that I am a great employee who just took a job at another Rocky River establishment.  I have employment.  I am happy, but I will never shop at Target again. Good luck job seekers. You’re going to need youth at Target."
1966,0,"Target lies about delivery dates and fraudulently makes promises about when items are available. Ordered an item on cyber monday. Delivery was to be by 12/10. 12/10 delivery changed to 12/14. Target's tracking showed it hadn't shipped yet. I did a chat with customer service, rep checked and said it would be delivered by the 12th which is when I needed it. 12/12 - not there. Did another chat - oh it's shipped but won't be here until the 14th and no i can't cancel until i receive it. Then someone created a shipping label to make it look like it shipped. Today the 13th it still hasn't shipped. Will never order here again, and am returning everything I bought to Target and will never shop there again. Amazon just gained a customer."
1957,0,Target promised me a $250 gift certificate and it turns out it wasn't true 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
2501,0,"I will never ever shop at Target again! I have been a loyal customer and pay my credit card on time every month and out of blue sky decide they are going to screw with my credit score by decreasing my credit line by 2000.00! Yeah, I called them as matter of fact just got off phone with them and told them I hope no one shops there again because they screw over good people by doing what they have done. I wont ever step foot in their stores again or purchase nothing from them! I hope amazon and Walmart puts them out of business! I hate you TargetTD Bank!  I will bring my credit score back up but you wont ever get any more of my business!"
7,0,"I purchased 3 videogames about a week ago. They were all 3 shipped in paper mailers. 2 of the 3 had loose discs inside the cases, when they arrived. I talked to a customer service lady, and she set up a return for me for the 2 and she assured me that if I ordered those 2 again, they would be shipped in a box the second time. They arrived today, 8/16, and they were shipped in paper mailers once again. 1 of the 2 had a loose disc inside this time around. I am highly disappointed and angry with the packing and shipping departments from Target. Collector's of videogames and steelbooks beware! They do not care at all what condition your items will arrive in! Also, I talked with a customer service guy this time around, and he hung up on me. That is what triggered me to write this review, because I never write reviews."
14,0,"I had a bad experience when I had my card stolen from me. It was a bank card, not a Target card.The card was denied for shopping online for $700. I called targets corporate office the following day to try to get information on who try to use my card. The rep on the phone told me that is impossible to find out. What I do for a living I design websites and databases for major companies. I explained to the rap the information would be stored in the database.  She called me and told me I was a liar. And information like that is not stored. However, it is. The rep just didn't want to take the time to do any kind of investigation."
1918,0,"Ordered a gift on 12/17/2019. Was considering in-store pickup, when I saw text on the website saying Christmas delivery was guaranteed, and they would do ""anything"" (website had a phrase to that effect) to make sure it arrived on time.All day 12/24 my tracking said the item was out for delivery. It was changed after the fact (on 12/25) to ""in transit"". I was given the false impression that the item was coming, and not given the time to react.I understand that the holidays are a crazy time for shipping, but to guarantee delivery and promise to do ""anything"" to make sure it gets there on time, and then fail to deliver? On Christmas of all things? That's just cruel. Do not ever trust that your Target.com item will arrive when promised."
